1,38,1,13
1,58,1,13
1,58,1,38
1,78,1,58
1,78,1,13
1,88,1,26
1,78,1,38
1,99,1,17
1,97,1,50
1,139,1,78
1,139,1,58
1,139,1,13
1,139,1,38
1,143,1,78
1,143,1,58
1,143,1,38
1,143,1,139
1,143,1,13
1,147,1,72
1,165,1,44
1,161,1,6
1,172,1,58
1,172,1,13
1,172,1,143
1,172,1,38
1,172,1,139
1,172,1,78
1,176,1,165
1,176,1,44
1,229,1,17
1,229,1,99
1,239,1,26
1,239,1,88
1,240,1,31
1,248,1,44
1,248,1,165
1,248,1,176
1,252,1,44
1,252,1,165
1,252,1,176
1,252,1,248
1,257,1,239
1,257,1,26
1,257,1,88
1,258,1,135
1,274,1,198
1,270,1,41
1,291,1,58
1,291,1,78
1,291,1,172
1,291,1,13
1,291,1,38
1,291,1,143
1,291,1,139
1,284,1,6
1,284,1,161
1,303,1,22
1,311,1,17
1,311,1,99
1,311,1,229
1,321,1,44
1,321,1,248
1,321,1,165
1,321,1,176
1,321,1,252
1,337,1,274
1,337,1,198
1,340,1,58
1,340,1,78
1,340,1,172
1,340,1,13
1,340,1,291
1,340,1,38
1,340,1,139
1,340,1,143
1,348,1,116
1,350,1,179
1,356,1,110
1,367,1,271
1,365,1,44
1,365,1,248
1,365,1,321
1,365,1,165
1,365,1,252
1,365,1,176
1,381,1,325
1,383,1,150
1,373,1,225
1,395,1,6
1,395,1,284
1,395,1,161
1,397,1,110
1,397,1,356
1,412,1,144
1,422,1,19
1,428,1,333
1,424,1,365
1,424,1,44
1,424,1,321
1,424,1,248
1,424,1,252
1,424,1,165
1,424,1,176
1,460,1,42
1,466,1,214
1,470,1,402
1,465,1,253
1,471,1,157
1,483,1,428
1,483,1,333
1,488,1,340
1,488,1,58
1,488,1,78
1,488,1,172
1,488,1,13
1,488,1,291
1,488,1,38
1,488,1,139
1,488,1,143
1,500,1,373
1,500,1,225
1,517,1,258
1,517,1,135
1,523,1,266
1,544,1,206
1,548,1,340
1,548,1,58
1,548,1,78
1,548,1,172
1,548,1,13
1,548,1,291
1,548,1,38
1,548,1,139
1,548,1,488
1,548,1,143
1,552,1,340
1,552,1,58
1,552,1,78
1,552,1,172
1,552,1,13
1,552,1,291
1,552,1,38
1,552,1,139
1,552,1,488
1,552,1,548
1,552,1,143
1,555,1,114
1,553,1,544
1,553,1,206
1,562,1,157
1,562,1,471
1,559,1,340
1,559,1,58
1,559,1,78
1,559,1,172
1,559,1,13
1,564,1,19
1,564,1,422
1,559,1,291
1,559,1,38
1,559,1,139
1,559,1,488
1,559,1,552
1,559,1,143
1,559,1,548
1,579,1,239
1,579,1,257
1,579,1,88
1,579,1,26
1,566,1,144
1,566,1,412
1,585,1,239
1,585,1,257
1,585,1,579
1,585,1,88
1,585,1,26
1,586,1,564
1,586,1,19
1,586,1,422
1,587,1,391
1,605,1,373
1,605,1,500
1,605,1,225
1,621,1,344
1,628,1,444
1,614,1,365
1,624,1,612
1,614,1,44
1,614,1,248
1,614,1,252
1,614,1,424
1,614,1,165
1,614,1,321
1,614,1,176
1,642,1,40
1,643,1,324
1,645,1,109
1,646,1,22
1,646,1,303
1,655,1,564
1,655,1,19
1,655,1,422
1,655,1,586
1,662,1,33
1,669,1,290
1,675,1,669
1,675,1,290
1,672,1,314
1,679,1,219
1,680,1,340
1,680,1,559
1,680,1,139
1,680,1,488
1,680,1,143
1,678,1,28
1,680,1,78
1,680,1,38
1,680,1,172
1,680,1,13
1,680,1,58
1,680,1,291
1,680,1,548
1,680,1,552
1,693,1,630
1,690,1,683
1,698,1,197
1,706,1,239
1,706,1,257
1,706,1,579
1,706,1,585
1,706,1,26
1,706,1,88
1,705,1,615
1,730,1,311
1,737,1,243
1,730,1,229
1,730,1,99
1,730,1,17
1,739,1,675
1,739,1,669
1,739,1,290
1,745,1,179
1,745,1,350
1,751,1,146
1,750,1,575
1,758,1,517
1,758,1,135
1,758,1,258
1,757,1,365
1,757,1,44
1,757,1,321
1,757,1,248
1,757,1,252
1,757,1,424
1,755,1,373
1,757,1,176
1,757,1,614
1,755,1,225
1,755,1,500
1,755,1,605
1,757,1,165
1,761,1,759
1,771,1,761
1,771,1,759
1,778,1,331
1,789,1,603
1,802,1,479
1,807,1,710
1,806,1,40
1,806,1,642
1,811,1,545
1,822,1,109
1,822,1,645
1,820,1,142
1,824,1,686
1,837,1,789
1,837,1,603
1,848,1,778
1,848,1,331
1,851,1,179
1,851,1,350
1,851,1,745
1,860,1,429
1,855,1,544
1,855,1,206
1,855,1,553
1,857,1,655
1,857,1,564
1,857,1,19
1,857,1,422
1,857,1,586
1,858,1,619
1,865,1,114
1,865,1,555
1,862,1,383
1,862,1,150
1,868,1,239
1,868,1,579
1,868,1,26
1,868,1,88
1,868,1,257
1,868,1,585
1,868,1,706
1,864,1,675
1,864,1,669
1,864,1,290
1,864,1,739
1,873,1,599
1,872,1,854
1,885,1,340
1,885,1,559
1,885,1,680
1,885,1,38
1,885,1,139
1,885,1,488
1,885,1,143
1,885,1,78
1,885,1,58
1,885,1,172
1,885,1,291
1,885,1,13
1,885,1,548
1,885,1,552
1,875,1,755
1,875,1,373
1,890,1,683
1,890,1,690
1,875,1,225
1,875,1,500
1,875,1,605
1,894,1,48
1,902,1,440
1,908,1,239
1,908,1,579
1,908,1,585
1,908,1,868
1,908,1,88
1,908,1,706
1,914,1,716
1,908,1,257
1,908,1,26
1,913,1,272
1,915,1,655
1,915,1,564
1,915,1,857
1,915,1,422
1,915,1,19
1,915,1,586
1,912,1,755
1,920,1,477
1,912,1,875
1,912,1,225
1,912,1,605
1,912,1,500
1,912,1,373
1,919,1,672
1,919,1,314
1,927,1,364
1,931,1,381
1,931,1,325
1,939,1,686
1,949,1,670
1,939,1,824
1,940,1,885
1,940,1,340
1,940,1,559
1,940,1,680
1,940,1,38
1,940,1,139
1,940,1,488
1,940,1,143
1,940,1,78
1,940,1,172
1,940,1,13
1,940,1,291
1,940,1,548
1,940,1,552
1,940,1,58
1,966,1,196
1,967,1,198
1,967,1,337
1,964,1,885
1,964,1,559
1,960,1,403
1,964,1,680
1,964,1,38
1,964,1,139
1,964,1,488
1,964,1,143
1,964,1,940
1,964,1,78
1,964,1,172
1,964,1,13
1,964,1,291
1,964,1,548
1,964,1,552
1,958,1,679
1,958,1,219
1,964,1,58
1,964,1,340
1,967,1,274
1,965,1,365
1,965,1,757
1,965,1,44
1,965,1,321
1,965,1,248
1,965,1,165
1,965,1,614
1,974,1,927
1,965,1,424
1,965,1,176
1,965,1,252
1,970,1,320
1,974,1,364
1,990,1,295
1,991,1,428
1,991,1,483
1,991,1,333
1,989,1,655
1,988,1,885
1,989,1,564
1,988,1,340
1,989,1,19
1,988,1,559
1,988,1,680
1,989,1,857
1,988,1,38
1,989,1,422
1,989,1,586
1,988,1,139
1,988,1,488
1,988,1,143
1,988,1,940
1,988,1,58
1,988,1,78
1,988,1,291
1,998,1,229
1,988,1,964
1,988,1,548
1,988,1,552
1,998,1,311
1,988,1,13
1,1002,1,114
1,1002,1,865
1,1007,1,368
1,1002,1,555
1,998,1,17
1,998,1,730
1,998,1,99
1,989,1,915
1,988,1,172
1,1004,1,658
1,1006,1,930
1,1005,1,365
1,1005,1,757
1,1005,1,965
1,1005,1,44
1,1005,1,248
1,1005,1,321
1,1005,1,252
1,1005,1,424
1,1005,1,165
1,1005,1,176
1,1005,1,614
1,1009,1,636
1,1024,1,305
1,1028,1,49
1,1025,1,707
1,1029,1,255
1,1033,1,365
1,1033,1,757
1,1033,1,44
1,1033,1,248
1,1033,1,252
1,1033,1,1005
1,1033,1,614
1,1033,1,321
1,1033,1,176
1,1033,1,165
1,1033,1,965
1,1033,1,424
1,1045,1,723
1,1042,1,760
1,1043,1,465
1,1043,1,253
1,1044,1,104
1,1053,1,675
1,1053,1,669
1,1053,1,290
1,1053,1,739
1,1053,1,864
1,1063,1,885
1,1063,1,340
1,1063,1,559
1,1063,1,680
1,1056,1,138
1,1068,1,453
1,1063,1,488
1,1063,1,38
1,1063,1,143
1,1063,1,139
1,1070,1,146
1,1063,1,940
1,1063,1,58
1,1063,1,78
1,1063,1,13
1,1063,1,172
1,1063,1,964
1,1063,1,548
1,1070,1,751
1,1063,1,291
1,1063,1,988
1,1063,1,552
1,1080,1,896
1,1083,1,239
1,1083,1,257
1,1083,1,579
1,1083,1,585
1,1083,1,908
1,1083,1,868
1,1083,1,26
1,1083,1,88
1,1083,1,706
1,1085,1,179
1,1085,1,350
1,1085,1,851
1,1086,1,532
1,1085,1,745
1,1089,1,866
1,1094,1,239
1,1094,1,257
1,1094,1,579
1,1094,1,585
1,1094,1,908
1,1094,1,1083
1,1094,1,868
1,1094,1,26
1,1094,1,88
1,1094,1,706
1,1097,1,758
1,1097,1,517
1,1097,1,135
1,1097,1,258
1,1109,1,204
1,1103,1,772
1,1116,1,848
1,1116,1,778
1,1116,1,331
1,1115,1,206
1,1115,1,544
1,1115,1,855
1,1115,1,553
1,1135,1,239
1,1135,1,257
1,1135,1,1094
1,1135,1,579
1,1134,1,557
1,1137,1,714
1,1138,1,836
1,1136,1,655
1,1136,1,564
1,1136,1,19
1,1135,1,585
1,1135,1,908
1,1136,1,857
1,1135,1,1083
1,1135,1,868
1,1135,1,706
1,1136,1,422
1,1136,1,586
1,1136,1,915
1,1129,1,755
1,1129,1,373
1,1129,1,500
1,1136,1,989
1,1135,1,26
1,1135,1,88
1,1143,1,559
1,1143,1,38
1,1129,1,605
1,1143,1,885
1,1143,1,340
1,1129,1,912
1,1141,1,457
1,1143,1,139
1,1143,1,488
1,1143,1,143
1,1143,1,940
1,1143,1,58
1,1143,1,78
1,1143,1,172
1,1143,1,13
1,1143,1,291
1,1143,1,988
1,1145,1,707
1,1143,1,964
1,1143,1,548
1,1143,1,680
1,1145,1,1025
1,1143,1,1063
1,1143,1,552
1,1129,1,875
1,1129,1,225
1,1144,1,639
1,1148,1,81
1,1153,1,365
1,1153,1,757
1,1153,1,965
1,1153,1,44
1,1153,1,248
1,1153,1,424
1,1153,1,1005
1,1153,1,1033
1,1153,1,614
1,1153,1,321
1,1153,1,176
1,1153,1,252
1,1153,1,165
1,1166,1,760
1,1166,1,1042
1,1169,1,311
1,1172,1,598
1,1154,1,755
1,1169,1,17
1,1169,1,730
